,branch_id,country,auditor_id,num_findings,severity_score,audit_score,compliance,audit_duration_days
99,426,India,87,6,2,38.961341397046596,1,28.288121292431498
100,84,Spain,645,6,4,56.541935479654875,0,15.667190262826786
101,203,France,702,3,10,44.09601350421452,1,1.0
102,324,France,284,4,6,35.11199939037789,1,16.569414885928857
103,262,Spain,375,4,5,57.68159935504877,1,1.81610597767965
104,452,France,801,7,1,34.16916424672681,1,30.0
105,47,Spain,705,7,7,50.26543011590799,1,4.300272034505154
106,127,France,58,1,10,17.28386587754992,0,2.3000457751609753
107,131,Germany,67,2,3,56.93367952030589,1,3.1618976419862337
108,460,China,945,5,6,46.18920853293296,1,4.675553571161761
109,356,India,340,7,9,38.60502624481231,1,15.705845005421917
110,180,Spain,718,3,8,49.12800174835372,1,11.652978010430731
111,488,India,134,7,3,23.079212688091655,1,1.0
112,334,Germany,939,4,10,65.40574408298723,1,7.598530907319098
113,143,UK,757,4,4,31.518162700048375,0,9.259745853569378
114,148,Spain,875,6,6,44.466036748514846,1,14.361573760293577
115,227,Spain,828,3,8,59.358303587200695,1,4.272952144907687
116,442,US,667,9,9,52.59080957058012,1,1.0
117,279,France,146,7,8,6.728801677113395,1,5.165144213051289
118,207,India,605,9,8,53.93079590038763,1,24.639677850444887
119,397,Spain,177,4,6,64.2344810243771,0,3.307109576382058
120,373,India,897,5,5,44.32604564240671,1,3.7000090275882966
121,341,US,587,5,9,46.20980136517874,1,11.249418756933007
122,48,China,477,2,6,66.4101194562769,1,2.6568112787239557
123,305,US,438,5,2,65.60055603805837,1,3.606805627601277
124,69,US,173,4,4,43.191345581033126,1,3.703624604072139
125,169,China,767,11,3,72.35640883323259,1,11.286754951908051
126,163,Germany,375,2,2,55.29083781944631,1,8.631606523394291
127,448,US,11,6,4,68.93925843077051,1,2.1757489693129712
128,95,Spain,924,6,10,36.99414254852752,1,1.0
129,197,UK,923,5,9,44.999502712655016,0,1.0
130,94,France,951,3,8,44.404955607475706,0,2.112015921749584
131,256,China,534,2,1,53.03885699419291,1,13.155067808089397
132,369,Germany,154,6,10,45.010630277654535,1,9.9593313712116
133,178,China,885,8,5,30.542529624871896,1,30.0
134,292,US,675,7,1,64.4839923651852,1,4.004981193220797
135,418,US,366,5,6,47.931455858532644,1,2.6790448736151213
136,304,Germany,86,4,6,60.6542972071915,0,2.4647285049979297
137,349,China,472,7,6,63.37821561937437,1,7.693605151786293
138,387,Germany,88,4,9,35.044178823544065,0,1.7856745562790146
139,98,China,845,3,8,28.653792274806264,0,4.711734907752803
140,42,Spain,486,6,9,62.243178013502906,1,30.0
141,461,Spain,839,7,9,61.664323724998724,0,1.0
142,368,India,77,5,4,52.95371442182114,1,6.401628247946537
143,487,UK,782,5,8,30.23888793612729,1,30.0
144,405,Spain,795,4,4,41.2338348555812,0,1.42049636307825
145,201,Spain,583,4,9,87.01016673607403,0,7.218219524509031
146,383,China,341,5,5,42.24947402462118,1,2.1259845214522746
147,0,India,372,3,3,60.20920643027635,1,16.650720482588376
148,394,Germany,455,3,8,32.77467493250563,1,20.44531251960225
149,370,Germany,152,3,5,34.3971593471108,0,2.337403294322763
150,43,France,303,4,10,76.18437763718077,0,7.504773846892986
151,442,Germany,469,7,8,24.729707933100933,1,2.7825639492159002
152,383,Germany,122,4,3,34.06672495318259,1,1.0
153,23,Spain,473,8,10,48.86667411731608,1,3.840723051941469
154,187,China,125,5,6,59.07701737130017,0,12.170956808977333
155,130,India,115,5,6,71.8997597499948,0,1.0219208488358125
156,377,Spain,805,4,1,77.35434199614912,0,18.81576223484541
157,98,Germany,944,4,1,51.38179448273138,1,6.044037930737995
158,62,Germany,969,7,2,55.03630004376825,1,10.375944283717477
159,419,France,826,3,5,41.098970215464995,0,2.68618010646284
160,222,US,564,12,4,44.4040902410442,1,1.0
161,123,Germany,391,4,6,48.76571433726327,1,7.19476076062951
162,451,UK,513,10,4,59.97879869195816,1,1.9604166809301766
163,82,France,683,6,2,64.20957509776906,1,1.0
164,430,India,889,4,10,51.61460509065432,0,11.261745488432892
165,227,US,131,2,9,48.225999426374706,0,3.6917517484984996
166,148,China,871,5,9,25.295804000259963,0,1.0
167,209,Spain,31,8,6,66.34876422246654,1,12.555276760271383
168,50,Germany,20,3,2,39.26468923633811,1,1.0
169,411,UK,469,3,4,58.79238807577403,1,7.741445219420056
170,270,Spain,528,3,10,37.924586231122085,0,6.118569273346433
171,41,Germany,332,3,7,23.008518276300435,0,1.589617010191115
172,58,US,315,5,1,41.211923148352994,1,2.7413311585148086
173,193,Germany,405,2,10,67.92995404778836,1,4.666400547437279
174,36,China,70,6,5,62.88819135234041,1,5.339601223169016
175,266,Germany,375,7,1,58.11367343041324,1,2.1314067712513145
176,86,UK,521,5,2,58.79261520192346,1,1.6212413915338086
177,43,France,294,4,2,63.81858449366399,1,5.546870462542622
178,360,Spain,330,5,6,41.1790143504453,1,4.144873827507606
179,11,China,816,6,7,28.304775488571323,1,5.996333624888193
180,258,Spain,798,7,4,47.2761230769635,1,6.1975681721597375
181,307,Germany,152,5,4,42.632549907481874,1,1.360686314337175
182,80,India,169,1,5,58.058938224032936,1,7.38202931401017
183,32,UK,50,2,6,61.17504959367104,1,4.8885398686271015
184,182,France,72,4,2,38.02265195753973,0,6.824171818003229
185,128,Germany,495,3,4,66.01649591524833,0,19.717190957362526
186,294,Spain,807,2,3,62.421560334877825,1,7.353461694327905
187,275,Germany,122,3,10,21.215491486164883,1,14.057674013537977
188,174,India,193,6,2,75.50767881077904,1,4.5920940421912935
189,42,US,971,3,3,51.83515395344118,1,4.6841123871293355
190,371,China,627,3,7,37.518510078787806,1,5.579574115206149
191,184,India,444,5,5,54.110921430209174,1,1.0
192,444,India,731,4,5,60.501873049714334,0,3.258335042242115
193,488,India,744,6,3,47.4665540614882,1,6.9084452278726305
194,77,France,37,8,5,58.08525273688609,0,2.856729777366446
195,286,India,161,8,7,61.72199755996766,1,17.340109311755786
196,280,Germany,32,5,9,40.95445625951169,1,5.649572335356154
197,125,UK,333,5,4,86.33204091742456,1,8.330809258301743
198,258,China,644,6,7,68.23312304346027,1,5.984955538724194
199,3,Spain,355,8,9,52.25513431829206,1,5.669466285372512
200,94,China,817,8,4,67.95058377438082,1,6.795010112550592
201,226,US,797,2,6,71.70274464374128,1,3.572985540855769
202,363,UK,129,3,5,43.436985350028486,1,10.609186630036248
203,269,Spain,190,5,10,25.10968082097932,1,1.2912118988251358
204,368,US,565,7,10,45.510863428647895,0,7.876914266924068
205,296,India,10,6,2,29.47972787704407,1,4.20298880599653
206,328,Spain,198,6,7,45.94110140798673,1,1.3004024061132455
207,19,France,602,4,9,37.02687957347321,1,8.952361278019321
208,95,Germany,41,1,1,25.214322543164492,1,1.3371844872682972
209,328,Spain,507,6,6,59.56430602380017,0,1.0
210,410,US,798,5,5,43.03204196878886,1,2.989120406780583
211,450,France,628,5,6,22.96260413436379,1,5.669125762080158
212,248,Germany,716,7,6,76.67005622496572,1,3.77499739909645
213,180,France,645,4,1,60.19055740107576,1,5.126901965805314
214,323,UK,535,1,4,44.74630265749624,1,12.864344766406724
215,492,China,224,8,8,44.8219673338852,1,7.006972432426559
216,317,UK,447,3,10,60.85529968638443,1,1.0
217,270,Germany,928,1,3,48.779931501608466,1,2.8274235175089646
218,352,India,581,4,2,56.15509243485862,1,3.41252046880226
219,260,UK,226,7,9,69.18404722508487,1,8.64099430361476
220,451,Germany,152,7,2,37.485566908036546,1,1.0
221,237,India,793,5,1,54.14647585147184,1,2.2186796874449866
222,139,China,391,10,1,51.87675544156625,1,3.792218728126175
223,86,UK,465,3,7,12.671906691697195,1,10.218345931400554
224,461,China,984,8,6,80.35470362552397,0,7.413937867049492
225,377,China,462,4,10,56.455575037644095,1,10.375514492725321
226,109,UK,401,3,7,26.517552626444186,1,4.355671290324672
227,331,UK,820,3,3,46.48489916234175,1,6.972327965373397
228,184,Germany,645,6,8,40.63643197051339,1,1.9191938389829049
229,16,India,299,1,7,49.39541821260517,1,1.8658904295903511
230,152,Spain,929,6,2,31.82638591687028,1,9.438695912134271
231,413,India,940,3,7,48.37106798144484,1,8.054754363412993
232,149,Spain,421,9,3,30.634886819283796,1,22.8664907844264
233,110,UK,660,4,10,23.923736062920344,0,1.5292565662015511
234,25,Spain,741,5,3,13.829407272238598,1,1.0
235,464,France,385,6,6,48.53219596088457,1,1.0
236,444,UK,524,7,3,59.47218673762481,0,1.390623469535864
237,377,France,293,2,2,84.59982730074404,1,16.806446947073958
238,374,Spain,875,4,9,44.023947020366656,1,15.100993320485184
239,117,Germany,208,9,2,75.38760675974325,1,11.841529573471794
240,445,China,174,6,2,31.562518621346367,1,8.781114176554746
241,83,China,618,5,6,57.252538535298996,1,8.437552598814799
242,161,India,228,4,2,58.05980069283502,1,29.53964249593388
243,360,US,738,6,10,40.0965035409903,1,12.09987217278633
244,416,Germany,64,5,3,44.69874187150759,0,1.1752524060658591
245,228,Germany,419,5,2,37.01347015300691,1,30.0
246,251,China,178,7,1,49.33264268766432,0,19.65143989017799
247,121,China,398,3,5,52.103772639550186,0,19.10561501402752
248,326,Spain,601,6,8,29.519300686751997,1,5.27306901922095
249,469,Germany,300,4,2,24.717985135220935,1,1.0
250,287,China,46,1,4,40.17958518954468,1,3.5456845448804506
251,13,China,645,9,7,60.67103480492665,1,1.5464524328454434
252,327,Spain,829,3,6,54.90477446356327,1,9.25804868744535
253,184,US,28,7,10,61.30831808505303,1,1.2957115873454155
254,152,Spain,716,4,4,63.05744919653677,1,3.555921575771116
255,79,France,176,3,10,45.74772330406844,1,2.8514535861903436
256,41,India,742,9,8,44.471669388797736,1,2.5294855238382707
257,274,Spain,455,11,2,18.920896108984195,1,6.81897862802556
258,40,France,723,3,1,80.75257846830581,1,2.6039698410202607
259,438,Germany,41,9,1,72.95306208756037,1,1.0
260,207,Germany,469,2,10,51.71651380251892,1,1.2213381859204948
261,267,France,168,4,6,50.67789732799568,1,2.2408333713941
262,166,Germany,255,3,2,45.394599263561894,1,10.776583164541808
263,111,UK,25,6,3,42.8082470397988,0,6.80455739595628
264,349,US,832,6,8,39.79415112935892,1,3.125315352285463
265,129,India,598,4,8,73.4723282442404,1,1.0
266,223,China,299,5,8,59.271633629004356,1,1.441694760086573
267,374,India,38,4,3,39.44055075429006,1,1.6574979049146261
268,300,Spain,245,5,1,68.25931837416532,0,1.0
269,216,US,537,7,8,28.817844727107076,1,30.0
270,381,Germany,383,5,7,58.76464705300806,1,1.0
271,24,US,568,2,5,48.42020684395586,1,1.0
272,67,UK,428,1,7,58.12508125310098,1,5.671631000089598
273,466,UK,476,2,9,54.574105554569734,1,7.146878349496383
274,495,Spain,769,5,7,39.841822349056315,1,8.38354364120803
275,259,Germany,194,1,10,36.25281326011016,1,18.49939287874702
276,234,India,438,6,8,74.86486291938286,1,7.868136658761646
277,204,Germany,138,9,8,55.58620515979378,1,4.635501246974214
278,486,UK,749,6,1,59.970189946640744,1,2.415249544142907
279,291,France,877,3,10,57.10768450227604,0,22.726213323694907
280,214,US,182,4,9,40.04564977967286,0,22.50668777760654
281,189,UK,299,7,9,21.3094439317525,1,1.0
282,197,US,269,6,6,57.34053065706236,1,1.360560911562728
283,215,Spain,988,4,2,34.312727629269375,1,8.060431438584528
284,43,UK,749,4,1,65.31988336962615,0,9.361583510569927
285,32,China,1,2,6,67.92791270769612,0,5.404043466624835
286,11,Spain,767,6,1,49.765899288697746,1,5.731238633971628
287,104,France,764,6,8,39.65167837241974,0,1.6061164206881404
288,212,France,501,4,3,44.078026729103854,0,1.267085288716584
289,138,Germany,805,3,7,44.50095523068639,0,20.493979772842
290,182,Spain,740,4,1,27.27787881501927,0,7.177489941474327
291,491,UK,870,6,6,36.86299535280352,1,1.8153866514644308
292,421,US,434,5,1,51.42299069805749,1,2.85949842633614
293,125,US,633,6,7,11.587014386941455,1,12.205626816500319
294,156,Spain,482,2,6,60.637821566292814,0,1.0
295,111,UK,872,5,7,20.14685372678678,0,3.903921366747889
296,488,Germany,296,4,7,53.07034197015691,0,4.91591549106657
297,258,France,482,5,4,61.87407907304561,0,1.0
298,27,India,239,6,8,23.658528738278697,0,2.631698255977389
299,467,France,154,3,5,55.54539700833335,0,3.5012446140719176
300,217,Germany,235,9,10,39.47393935350098,1,3.50552881679125
301,151,China,729,7,7,15.748790746998154,0,7.44691860700711
302,309,UK,601,7,5,50.70344527695758,1,3.6651604305441716
303,307,India,569,3,4,70.9441389075158,1,18.303568789714944
304,174,US,190,6,10,34.06941191468156,0,7.510940678121004
305,148,US,646,5,4,65.27190355760482,1,1.812590151260391
306,437,China,911,9,3,26.71430516493405,0,1.0
307,29,China,570,7,9,62.304889869102496,1,4.380604443824365
308,67,US,46,5,3,44.440646508107,1,2.5003641461127613
309,35,UK,350,4,8,53.168748561261346,1,3.2371866990267115
310,295,UK,903,6,1,36.70728618903662,1,3.6826713527633332
311,393,Spain,205,8,3,64.57336417180838,0,1.0
312,73,India,727,4,8,50.46987335952644,1,3.164017636599416
313,297,Spain,236,8,10,55.48000960484119,1,3.4783156073325703
314,407,India,27,4,7,51.2491089957725,1,9.148541144367266
315,387,Germany,842,3,7,43.06219678188532,0,6.500323962398854
316,302,Germany,954,2,3,55.07204360118733,0,7.708594722722531
317,218,US,420,2,4,45.73227519824961,0,1.0
318,434,UK,665,7,5,50.99397463088119,1,26.778623630117163
319,364,Spain,334,6,2,35.2042871409017,1,9.99602586552308
320,259,US,737,6,10,50.0706514379395,0,1.0
321,287,China,888,6,8,48.592380234779135,0,2.6291765012614032
322,265,Spain,425,6,3,68.4616895093093,0,25.25495585025549
323,394,UK,183,3,10,28.507398902791415,1,1.2267472249362728
324,27,UK,999,8,5,45.59713922245527,1,2.30512046575224
325,429,Germany,870,7,2,53.43644675935771,1,7.419716591455112
326,199,China,799,3,2,62.66795990572988,1,23.512649527216716
327,423,India,633,7,10,46.319706736744585,0,1.3216337788308414
328,61,India,339,5,8,46.121768075074144,0,1.0
329,341,UK,522,2,3,67.39134494320957,0,3.3437703362332987
330,353,UK,183,2,9,70.88170727016697,0,6.63170717958519
331,44,China,409,8,2,40.64736902715323,1,1.6978549386672417
332,290,China,934,5,2,61.72190978043093,0,1.0
333,418,China,712,7,1,38.57988704873581,1,1.0
334,88,US,166,6,3,50.052046853693504,1,1.0647936175257353
335,33,UK,136,8,8,46.415153539349355,0,19.360170261080707
336,133,India,348,2,7,45.00638270786019,1,7.957969775830609
337,232,France,564,1,5,46.085239315912546,1,19.337608870997062
338,255,US,67,6,5,45.9559663688285,1,1.7818104111605753
339,36,China,328,3,4,36.18739137077615,1,6.392390477023738
340,256,China,348,7,1,53.90452008381043,1,15.676223433368094
341,459,Germany,938,3,5,64.99380172377676,1,2.047885017562142
342,290,India,617,7,8,50.96187653966819,1,2.267278960445486
343,197,US,190,7,1,71.30469935355791,1,1.6059015777030603
344,382,US,910,5,4,61.922858580511146,1,1.0
345,437,UK,273,5,5,40.97136578193156,1,8.861400302877486
346,254,US,145,3,3,82.96004644822682,1,1.0
347,80,Spain,650,6,2,64.02468672449297,1,9.416359893005275
348,446,France,708,6,3,55.24176405843604,1,2.2767201747508357
349,136,China,895,7,7,52.54336014058976,1,1.0
350,189,Spain,733,1,3,67.50660949653044,1,1.0
351,129,Germany,544,1,5,59.4665129374252,1,6.198957989670315
352,209,China,870,4,6,41.822462782109916,1,8.941002673277223
353,368,France,696,2,5,50.595266244187656,1,3.369994678099226
354,291,UK,483,6,4,47.97676454937575,0,6.764813171370148
355,376,France,77,3,1,38.54355159244405,1,6.865905225921453
356,347,UK,669,3,10,64.93674956900026,1,3.0248694174928685
357,168,US,958,4,2,55.30774042719006,1,1.7437734400948535
358,372,UK,211,4,4,35.002542686844166,0,5.79622608711092
359,292,Germany,236,4,2,45.39565520884556,0,1.0
360,176,Spain,11,5,7,51.14651079082296,1,23.97786762724976
361,25,France,677,4,2,68.51167391136009,1,1.588650914540006
362,323,India,355,2,7,43.311477276687285,1,10.165869360312007
363,359,Spain,771,6,5,36.71909626522722,0,18.395255373991148
364,291,India,578,3,4,48.2619607464695,0,5.922258641900786
365,114,China,122,1,7,55.04256133728868,1,17.983252756312435
366,286,China,273,5,1,58.207011754358334,1,4.848176844373414
367,29,Spain,193,3,3,39.26248760428783,0,1.8637505774122822
368,241,China,310,6,3,39.16243282491438,1,12.903121498024047
369,289,Spain,257,4,10,73.60148185302185,0,7.234600023542786
370,146,China,947,3,3,73.85918651156037,1,8.704173722266791
371,273,Spain,779,8,1,84.63694092999815,1,11.223588855159909
372,221,US,925,9,2,57.57626685646251,0,7.4410772055918555
373,340,Germany,130,6,5,24.914142903624988,0,9.075729548680462
374,2,China,280,4,10,52.56842278818203,1,1.0
375,69,Germany,695,7,5,46.12235946882828,1,30.0
376,357,UK,412,4,3,65.00220843710005,1,1.0
377,396,UK,285,5,7,58.15697522855476,1,1.0186481839991126
378,44,UK,684,6,2,48.769914977845964,0,11.492913607545958
379,373,Germany,196,10,7,48.635148675331536,0,4.498039417269098
380,253,Germany,317,4,7,50.3457670396588,0,2.1053621943447443
381,322,Germany,798,7,2,60.834676615643716,0,1.9990533392460295
382,111,UK,792,5,10,38.454555250905756,1,1.8320671550036263
383,91,US,935,12,3,34.47823746949713,1,4.3559876262373765
384,341,China,349,8,3,31.715162699893813,1,2.5592731979783476
385,423,China,532,2,1,20.388266479977023,1,1.0
386,39,Spain,628,5,6,64.62033480145071,0,4.978609346384408
387,459,China,854,6,3,73.14949886991911,1,1.0
388,150,Germany,919,7,8,35.39471607185457,1,1.0527720396607414
389,414,India,267,6,5,56.08538939128605,1,11.135642353761078
390,145,Germany,948,2,9,56.854553900381546,1,8.288163880958082
391,198,France,605,4,9,63.19727510177185,1,1.0
392,455,Germany,396,6,1,34.06519322732387,1,1.9133416420479934
393,274,Spain,750,3,1,77.95688463360416,1,2.9900018632860195
394,348,India,161,7,8,55.64521729151852,0,11.316685585626455
395,43,China,3,8,7,48.3655661267647,1,10.959050143814068
396,83,UK,327,3,3,9.593903249570737,0,24.185768115152324
397,433,India,826,2,8,44.91698379970057,0,20.169913765087315
398,297,France,171,9,5,44.734492590653296,1,3.0982316368965104
399,93,Spain,357,9,9,66.39908112404962,1,3.6454534438594735
400,174,China,908,5,6,42.63511029337768,1,1.8331134816021353
401,405,US,24,3,7,28.694486912074854,0,19.5657909412988
402,201,Spain,241,6,1,47.26734793152461,0,16.654648225959534
403,345,Germany,986,11,3,31.76831444253979,1,1.7062340847579596
404,498,India,757,3,5,39.323337941474435,1,19.26145046507011
405,480,UK,15,5,8,56.76335178958753,1,1.146555730469288
406,475,Spain,117,4,7,38.062356028500346,1,7.3186046605426425
407,329,France,662,3,1,54.05174227708552,1,4.5576231932924545
408,28,Spain,483,3,9,17.360593327883812,1,5.585539745939779
409,491,France,353,7,6,39.666715306115364,0,7.802159351359541
410,209,France,890,3,2,51.573213842370244,0,1.0
411,105,India,592,4,9,55.33657973477005,1,3.2895582259937175
412,442,Spain,620,5,8,71.42961038930395,1,2.918147264945161
413,384,France,125,6,6,35.160767237558446,1,4.062217417763296
414,470,UK,247,4,10,35.44585119617075,1,1.361354033398221
415,63,Germany,192,4,3,44.06327254773815,1,5.379037898333612
416,16,US,886,4,7,31.96188160828058,1,1.0
417,106,Spain,196,7,2,24.562707505826197,0,1.184239294700903
418,164,France,518,8,1,42.65106241760924,1,5.694997310396085
419,94,Germany,434,5,8,68.30036397864409,1,1.2621830304887214
420,24,France,377,5,6,53.8035604873984,1,1.0
421,116,Germany,926,6,2,55.54925044362733,1,2.446201344299922
422,191,India,762,4,9,52.17059424418555,1,9.063708553201158
423,195,Spain,723,7,3,26.098069367381555,0,6.509993575244655
424,307,France,528,3,6,32.42579554438663,1,15.981086343440788
425,136,India,81,1,6,69.13898866301709,0,5.757388401530893
426,440,China,413,5,8,37.14609100810786,0,13.45750029992939
427,347,US,365,3,6,39.80015979879339,1,8.814309836522098
428,93,US,588,6,5,62.61838703644628,1,3.3915491006021985
429,379,India,330,7,5,44.32433146708001,1,12.89091793260708
430,238,Spain,401,6,6,59.68506721795832,1,12.71486611744738
431,87,China,501,4,10,61.74706444465089,1,6.6207336054802015
432,160,China,694,2,1,54.35894576652591,0,1.0
433,147,France,994,5,7,29.590171540853653,0,8.957014484604818
434,72,Spain,808,4,4,36.55255319647983,1,26.475161922083707
435,455,Germany,472,4,2,27.66702214774773,1,4.966511898514646
436,87,India,27,3,4,60.74419741779099,1,4.247170219578734
437,13,China,546,5,7,65.43360056904194,1,9.129739106593311
438,314,Spain,442,4,2,37.97684420138759,1,6.402705815973829
439,81,US,782,8,7,48.29516543391376,1,14.089195116057407
440,120,UK,776,4,9,46.172499175004724,1,2.494942240536599
441,372,France,52,7,8,40.10676684850089,1,14.1775742154642
442,439,China,812,4,1,46.8324824546134,0,3.204168971003491
443,320,UK,914,6,4,71.55912061521228,0,5.461690438625906
444,203,US,475,3,1,34.59896332405749,1,9.351351562568325
445,220,UK,218,3,7,41.73112101203661,1,5.311041694494738
446,420,China,727,4,2,36.7464610953989,1,3.694704876598032
447,281,Germany,455,6,2,65.88335423466505,1,5.7506177011149475
448,288,UK,970,5,7,47.46319579354444,1,6.035014060678976
449,426,Spain,962,2,10,56.392836012510315,1,1.0
450,270,US,21,7,10,36.20956934078012,1,4.420658886194733
451,470,France,716,5,3,88.32750842132918,1,2.7194996097105304
452,284,US,102,5,9,38.91460761556616,1,2.8839717491027845
453,276,China,395,3,1,62.70797442198443,1,5.070163246405237
454,466,Spain,662,5,1,43.80820974376638,1,2.297419401067621
455,324,US,956,3,10,54.812393788241685,0,9.809476026209733
456,22,UK,679,1,3,39.925978654291704,1,18.938355619008142
